,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,text,label
7930,-1,-1,3,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She reached to burn copper and tin, but waited—the disturbance was getting closer.",True
7933,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vin burned tin to hear what was said.,True
7982,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Each metal, when burned, gave off a distinct signal, recognizable to one who was well practiced with bronze.",True
7983,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"The man in the distance burned tin, as did the four others Kelsier had sensed hiding around Keep Tekiel.",True
7996,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"He paused near the garden well, and—burning bronze to make certain no Allomancers were near—reached into a stand of bushes to retrieve a large sack.",True
7997,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,It was heavy enough that he had to burn pewter to pull it free and throw it over his shoulder.,True
8492,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Vin inched closer—keeping to the side of the boxes—and burned tin.,True
8578,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"I can teach you how to use it properly—if you practice what I show you, then you will have an advantage that many Mistborn dismiss.”
“But, don’t other Mistborn know to burn copper?” Vin asked.",True
8586,-1,-1,-1,-1,-1,-1,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“There are great advantages to burning bronze, rather than just running around with your copper on.",True
8588,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Copper makes you immune to having your emotions Pushed or Pulled.”
“But that’s a good thing.”
Marsh cocked his head slightly.",True
8600,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Now burn bronze.”
Vin did so.",True
8625,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“He is burning iron, as I asked him to so that you could practice.",True
8626,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"I—of course—am burning bronze.”
“Do they all do that?” Vin asked.",True
8630,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"It isn’t intuitive, for instance, that tin Pulls while pewter Pushes.",True
8648,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"A long pulse that beats against you and has a quick pattern will be pewter—the internal Pushing physical metal.”
“Why the names?” Vin asked.",True
8651,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"With iron, you Pull on something outside of yourself, with steel you Push on something outside of yourself.",True
8652,-1,-1,3,4,-1,-1,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"With tin you Pull on something inside of yourself, with pewter you Push on something inside of yourself.”
“But, bronze and copper,” Vin said.",True
8662,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,She lightly began burning copper to mask her Allomancy.,True
8664,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"I should be invisible to his senses, she thought, carefully burning both zinc and brass.",True
8704,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"You were burning pewter and tin that day—just a tiny bit, barely noticeable.",True
8848,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,He burned steel and Pushed himself into the air.,True
8852,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier burned pewter, strengthening his body as he thumped to the deck of the narrowboat leading the caravan.",True
8872,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier burned tin, wincing slightly at the suddenly blinding sunlight.",True
9140,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Ordinary skaa, even city skaa, didn’t know of things like Steelpushing or Pewter-burning.",True
9187,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"He burned zinc, then looked toward Bilg.",True
9188,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"While zinc wouldn’t let him read the man’s emotions, it was possible—when burning the metal—to isolate just a single individual for Soothing or Rioting, much as one was able to isolate a single bit of metal from hundreds to Pull on.",True
9269,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Taking a deep breath, Kelsier burned steel and iron.",True
9275,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kelsier flared iron—stabilizing himself by Pulling against a lantern bracket behind—then grabbed the iron studs on Demoux’s vest.,True
9294,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier grabbed Demoux’s weapon in mid-arc and Pulled against it forcefully, ripping the steel forward with a mighty flare of iron.",True
9300,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier burned iron, reaching out to grab the weapon and Pull it down, to force the killing blow, but Demoux resisted.",True
9397,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"It was distant, but Vin had grown into the habit of burning a little bit of tin at all times.",True
9409,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin flared pewter in response, but the item was simply a pink-and-white handkerchief.",True
10092,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin flared steel, Pushing herself up a bit higher, then flung another coin into the mists behind her.",True
10314,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Ham could probably show me a few things.”
“You already know how to burn pewter,” Kelsier said.",True
10474,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“All right, you wanted some tips on burning pewter?”
Vin nodded eagerly.",True
10476,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,“You can watch me fight—burn bronze to see when I’m using Allomancy.,True
10478,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"I’ve noticed that young Allomancers tend to always flare their pewter, thinking that the stronger they are, the better.",True
10489,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Anyway, what I’m trying to explain is that it’s usually best to vary your pewter burning.",True
10582,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"He pulled his trunk out from beneath the table, then opened it and poured Vin a small pouch of pewter beads.",True
10602,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Burn your pewter, Vin.",True
10703,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Flared pewter was everything.,True
10753,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,You’ll recover—you’ll even get better at pushing yourself like this—but right now you just have to keep burning the pewter and stay awake.,True
10805,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"He had to flare tin to see anything in the deep darkness, lit only by a bit of reflected sunlight from far above.",True
11138,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin squinted, burning tin, and recognized a moderately familiar face.",True
11158,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,She immediately burned copper.,True
11190,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Then she burned zinc and reached out to help Kelsier, Rioting the emotions of those around her.",True
11197,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Uncle, you really the burn, right?”
“Yes, my copper is on,” Clubs said testily.",True
11199,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"We’re far enough away from the Lord Ruler that it wouldn’t matter anyway—that plaza is enormous.”
Spook nodded, then obviously began burning tin.",True
11284,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Resisting the Lord Ruler’s Pushing on their emotions didn’t seem like half as much a struggle for Kelsier anymore, though Vin had let her zinc lapse.",True
11473,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Today, when he was in the square, I could feel his touch on my emotions even when I was burning copper.”
“That’s not possible, Vin,” Kelsier said with a shake of his head.",True
11510,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Feruchemy doesn’t have any external powers—it can’t Push and Pull emotions, nor can it Steelpush or Ironpull.",True
11524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"“That sounds like a pretty big advantage.”
“True,” Kelsier said, reaching inside of his cloak and pulling out a vial containing several beads of atium.",True
11579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,Burning gold is a somewhat….,True
11598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,"She looked up at Kelsier, took a breath, and burned gold.",True
12526,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,She tentatively burned pewter.,True
12978,-1,2,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,Her coin pouch contained only bronze clips for Steelpushing.,True
12983,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin burned zinc and brass, hitting Kliss with a powerful blast of emotional Allomancy.",True
13040,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"With a flare of steel, she threw herself into the air, Pushing against a massive iron door behind her.",True
13041,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flew forward for a moment, then Pushed powerfully against the rose window’s iron bindings.",True
13061,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Tin flared, illuminating the night.",True
13063,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She burned bronze, using it as Marsh had taught her, searching for signs of Allomancy.",True
13074,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"As she ran, she flared pewter and grabbed her dress near the neck, then ripped the garment down the front with a single yank.",True
13085,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin cried out, Pushing herself off the bronze roof in an arcing jump.",True
13102,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin slid across the rooftop, then Pulled herself to a brief halt, spinning with one hand resting against the cold bronze.",True
13116,-1,2,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"He, of course, Pushed back—but Vin anchored herself against the bronze roof and flared Steel, Pushing with a firm effort.",True
13117,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"The man’s own Steelpush—transmitted from the coin, to Vin, to the roof—launched him out into the air.",True
13127,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"With another flare of pewter, Vin slammed her shoulder into the man’s chest, shoving him to the side.",True
13149,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She burned iron, searching frantically for an anchor in the night.",True
13187,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She burned steel, Pushing it out into the air in front of her.",True
13188,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"Then, she immediately burned iron and yanked on the bead of atium.",True
13199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,She burned atium.,True
13207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"She has plenty of atium, Vin thought, feeling her own storage burn away.",True
13214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,She’s just waiting for my atium to burn out.,True
13220,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"Her own blood flew in the air as she spun—each droplet tossing out a translucent atium image—and flared pewter, punching Shan square in the stomach.",True
13228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"At that moment, Vin burned her last bit of atium.",True
13300,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,She bore it without much visible discomfort—though she obviously had her pewter flared.,True
13478,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Kelsier,” she said slowly, “I think that Inquisitors can sense our Allomancy even when we’re burning copper.”
“Impossible.”
“I did it tonight.",True
13482,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“I can feel the Lord Ruler’s touch on my emotions, even when I’m burning copper.",True
13492,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She was the Allomancer, burning tin, that led them to you.”
Kelsier’s face took on a troubled expression.",True
13495,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Tell me what metal I’m burning.”
Vin closed her eyes, flaring bronze, listening…feeling, as Marsh had taught her.",True
13509,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"You’re burning pewter.”
Kelsier blinked in surprise.",True
13840,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,“Tin burning…Notting about the seeing.,True
13845,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Iffing the power of wants, ignoring the distractions of both.”
If you want to be good at burning tin, she thought, translating as best she could, learn to deal with distraction.",True
13979,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flared pewter and tin immediately, falling to a crouch, listening for attackers.",True
14039,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Tell Renoux to pull out,” Kelsier said softly, his voice like iron.",True
14141,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Then he burned tin.,True
14151,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"He burned iron, and immediately he saw several blue lines pointing downward, toward atium-holes.",True
14255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,“The crystals are why the Lord Ruler can’t just send down Allomancers to Pull out the atium geodes.,True
14328,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Vin, you hear that?”
She closed her eyes, then flared her tin.",True
14411,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"He flared steel with a yell, standing and Pushing outward.",True
14446,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“I won the draw.”
Kelsier flared pewter, dashing to the side as the Inquisitor pulled out a pair of obsidian axes.",True
14458,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"As he landed, he reached out—Pulling against one of the carts to anchor himself—and Pulled against the fallen iron door he had thrown before.",True
14532,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fists clinched, he flared his steel in a massive Push.",True
14546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"He burned atium, as did the Inquisitor—and they both probably had enough to last for an extended fight.",True
14554,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"The soldier was pulled off his feet by the force of the Ironpull, and he began to streak toward Kelsier.",True
14556,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier flared iron, Pulling against a patch of soldiers to his right while still Pulling against the single soldier.",True
14570,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"The cage crashed toward him, and he jumped, using a Steelpush to guide his body through the open doorway of the spinning cage.",True
14576,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier Pushed out with a yell, flaring pewter to keep from crushing himself.",True
14580,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier, however, followed the bars with his own body—shooting himself toward the Inquisitor with a Steelpush.",True
14593,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier flared pewter, then crashed into the soldier he had Pulled up toward him.",True
14611,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier grabbed the bars, flaring both steel and iron, Pushing against one tip of each bar and Pulling against the opposite tip.",True
14629,1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"There was a reason Pewterarms were also called Thugs: there was no subtlety to their fighting, no clever Ironpulls or Steelpushes.",True
14653,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier flared steel within, stoking it, raging it until his chest burned like the Ashmounts themselves.",True
14707,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Renoux is down!” Vin said, squinting and burning tin.",True
14719,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“He’s still fighting the Inquisitor.”
Kelsier flared his pewter, punching the Inquisitor, careful to avoid the flat disks of metal sticking out the front of its eyes.",True
14731,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Kelsier reached out, grabbing smaller metal sources and Pulling them away from their owners—metal caps, fine steel swords, coin pouches, daggers.",True
14732,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,He threw them at the Inquisitor—carefully manipulating Steelpushes and Ironpulls—and kept his atium burning so that each item he controlled would have a fanning multitude of atium-images in the Inquisitor’s eyes.,True
14802,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flared her copper, but—as always—she could still slightly feel the Lord Ruler’s oppressive hand.",True
14818,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"The Lord Ruler stepped from his carriage, and Vin leaned forward, burning tin.",True
14959,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"“Mistress, is that you up there?”
Vin sighed, burning tin, then extinguishing steel and letting herself drop.",True
15103,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin walked up to it, then flared pewter and smashed off the lock.",True
15253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"She turned, pulling out a vial of metal and drinking its contents, using the liquid to wash down a couple beads of atium.",True
15315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,"Vin burned atium, then whipped her hands from beneath her cloak, tossing a double handful of arrowheads into the air.",True
15316,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flared steel, Pushing powerfully against the rings of metal wrapped loosely around the arrowheads’ broken hafts.",True
15510,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She opened dizzy eyes—blinking away the water that had been thrown on her—and immediately burned pewter and tin, bringing herself completely awake.",True
15537,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Still, she didn’t have copper to burn—she had no way to hide from the Lord Ruler’s powerful, almost omnipotent, hand.",True
15553,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Instinctively, she tried to burn iron, expecting the blue lines to appear—but, of course, she had no iron to burn.",True
15556,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,She couldn’t burn tin to listen for voices.,True
15557,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,She couldn’t burn pewter to strengthen her against the pain of her hurting arm and head.,True
15558,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,She couldn’t burn bronze to search for nearby Allomancers.,True
15584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,The moment when I burned the Eleventh Metal felt like that time when Kelsier had me burn gold.,True
15588,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Iron Pulled, steel Pushed.",True
15589,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Zinc Pulled, brass Pushed.",True
16061,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She landed amid the soldiers, blasting outward with a Steelpush.",True
16137,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She burned copper, pushing aside the Lord Ruler’s Soothing.",True
16245,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin cried out in pain, flaring her pewter, pushing back, but Kar forced her to her feet.",True
16248,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She tried throwing them both back with a sudden Steelpush against a doorlatch, but the anchor was too weak, and Kar barely stumbled.",True
16305,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"A small group of steel spikes, just like the one Marsh had pulled from Kar’s back, lay piled on the floor.",True
16310,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"The depression, the anger-fueled asphyxiation of her soul, pushed through her copper, hitting her like a physical force.",True
16311,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flared copper, gasping slightly, but wasn’t completely able to push the Lord Ruler off of her emotions.",True
16329,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"It felt like a Steelpush, slamming against the metals inside her stomach—but of course it couldn’t have been that.",True
16331,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,But he had also said that no Allomancer could affect the emotions of a person who was burning copper.,True
16348,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Am I some common Inquisitor, my powers endowed fabrications?”
Vin flared pewter.",True
16351,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Even within a full pewter flare, Vin couldn’t outrun him.",True
16387,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flared pewter, but tears came to her eyes anyway.",True
16456,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Yet, she burned iron.",True
16461,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,She flared the iron.,True
16463,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Vin stoked her iron, concentrating, Pushing it as hard as she could.",True
16464,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She kept her pewter flared, struggling to keep from being crushed, and she knew somehow that she was no longer breathing.",True
16476,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flared her iron higher and higher, the Lord Ruler’s own Push giving her the leverage she needed to Pull against his bracelets.",True
16487,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"However, with her last bit of strength—pewter gone—Vin Pushed on the bracelets, shooting them past the Lord Ruler.",True
16507,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She reflexively flared pewter, strengthening her body.",True
16508,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"She flared tin, and the sudden increase of sensitivity shocked her awake.",True
